Variable 1,Label 1,Variable 2,Label 2,Correlation
HHM3DOB,Third HH member: year of birth,PARTYSUPO,Which political party is closest to you? Other specified,-0.7966041052814371
HHM3DOB,Third HH member: year of birth,EUNSUPO,What is the main reason you would not support COUNTRY's membership in the EU? Ot,0.9593644138891919
HHM3DOB,Third HH member: year of birth,HHM7TRP,7th HH member's travel place for work (inside country),-1.0
HHM3DOB,Third HH member: year of birth,HHM12SEX,12th HH member: gender,-0.8660254037844385
HHM3DOB,Third HH member: year of birth,HHM12DOB,12th HH member: year of birth,0.917662935482247
HHM3DOB,Third HH member: year of birth,HHM12EDU,12th HH member: Level of education achieved to date,-0.8660254037844386
HHM3DOB,Third HH member: year of birth,HHM13RELR,13th HH member: relationship to the respondent,0.9332565252573828
HHM3DOB,Third HH member: year of birth,HHM13DOB,13th HH member: year of birth,0.9386522045811413
HHM3DOB,Third HH member: year of birth,HHM13EDU,13th HH member: Level of education achieved to date,-0.8660254037844386
HHM3POB,Third HH member: place of birth,EUNSUPO,What is the main reason you would not support COUNTRY's membership in the EU? Ot,-0.9819805060619656
HHM3POB,Third HH member: place of birth,HHM12SEX,12th HH member: gender,-1.0
HHM3EMP,Third HH member: employed?,WARSTRO,"In your opinion, which side started the war in August, 2008? Other specified",-1.0
HHM3EMP,Third HH member: employed?,HHM5TRP,5th HH member's travel place for work (inside country),-0.7045633207030161
HHM3EMP,Third HH member: employed?,HHM9MAR,9th HH member: marital status,-1.0
HHM3TRW,Has 3rd HH member traveled for work outside settlement?,HHM7TRP,7th HH member's travel place for work (inside country),-1.0
HHM3TRP,3rd HH member's travel place for work (inside country),NEIGHOTH,Which of these people would you not wish to have your neighbors most? Other spec,-1.0
HHM3TRP,3rd HH member's travel place for work (inside country),EEUNSUW,What is the main reason you would not support Armenia's membership in the Eurasi,-0.88176419218229
HHM3TRP,3rd HH member's travel place for work (inside country),BENFDEBF,Did your family member benefit from debt relief program?,-0.7669649888473705
HHM3TRP,3rd HH member's travel place for work (inside country),INTACOO,Most frequent Internet activity: Other specified,0.8164965809277261
HHM3TRP,3rd HH member's travel place for work (inside country),HHM2TRP,2nd HH member's travel place for work (inside country),0.798913780897542
HHM3TRP,3rd HH member's travel place for work (inside country),HHM6TRP,6th HH member's travel place for work (inside country),0.8528028654224419
HHM3TRP,3rd HH member's travel place for work (inside country),HHM9RELR,9th HH member: relationship to the respondent,-1.0
HHM3TAP,3rd HH member's travel place for work (abroad),COUNTRY,Country,0.8910125270431525
HHM3TAP,3rd HH member's travel place for work (abroad),ID,Case ID,0.857818776070778
HHM3TAP,3rd HH member's travel place for work (abroad),PARTYSUPP,Which political party is closest to you?,0.8918115862117154
HHM3TAP,3rd HH member's travel place for work (abroad),EUNSUPW,What is the main reason you would not support COUNTRY's membership in the EU?,-0.79843648136302
HHM3TAP,3rd HH member's travel place for work (abroad),EUSUPWHO,What is the main reason you would support COUNTRY's membership in the EU? Other,-1.0
HHM3TAP,3rd HH member's travel place for work (abroad),ETHNIC,Which ethnic group do you consider yourself a part of?,0.8621271940756773
HHM3TAP,3rd HH member's travel place for work (abroad),SECNDLAOO,Second language used in everyday life-Other specified,-1.0
HHM3TAP,3rd HH member's travel place for work (abroad),RESPTAP,Respondent's travel place for work (abroad),0.9810451268227344
HHM3TAP,3rd HH member's travel place for work (abroad),HHM4TAP,4th HH member's travel place for work (abroad),0.9892764026627793
HHM3TAP,3rd HH member's travel place for work (abroad),HHM5TRP,5th HH member's travel place for work (inside country),-1.0
HHM3TAP,3rd HH member's travel place for work (abroad),HHM6TAP,6th HH member's travel place for work (abroad),-1.0
HHM3TAP,3rd HH member's travel place for work (abroad),HHM6MRAGE,6th HH member: Age when s/he got married,-1.0
HHM3TAP,3rd HH member's travel place for work (abroad),HHM9DOB,9th HH member: year of birth,-0.9707253433941343
HHM3TAP,3rd HH member's travel place for work (abroad),SUBSTRATUM,Substratum,0.891084613364441
HHM3TAP,3rd HH member's travel place for work (abroad),C1_DATE,1st contact date,-0.8864057998700067
HHM3TAP,3rd HH member's travel place for work (abroad),C1_TIME,1st contact time,0.8910116151261654
HHM3TAP,3rd HH member's travel place for work (abroad),C2_DATE,2nd contact date,0.7757252358465033
HHM3TAP,3rd HH member's travel place for work (abroad),C2_TIME,2nd contact time,0.8910133686121412
HHM3TAP,3rd HH member's travel place for work (abroad),C3_DATE,3rd contact date,0.8408585308461473
HHM3TAP,3rd HH member's travel place for work (abroad),C3_TIME,3rd contact time,0.891011908683209
HHM3TAP,3rd HH member's travel place for work (abroad),INT_DATE,Interview date,-0.8873121835838929
HHM3TAP,3rd HH member's travel place for work (abroad),INT_START,Interview start time,0.891011279168175
HHM3TAP,3rd HH member's travel place for work (abroad),INT_END,Interview end time,0.8910154568334883
HHM3TAP,3rd HH member's travel place for work (abroad),INT_DUR,Interview duration,0.8910154579559337
HHM3TAP,3rd HH member's travel place for work (abroad),PSU,Cluster,0.8578187778385616
HHM3TAP,3rd HH member's travel place for work (abroad),INTLANG,Interview language,0.8621271940756773
HHM3MAR,Third HH member: marital status,WARSTRO,"In your opinion, which side started the war in August, 2008? Other specified",-1.0
HHM3MAR,Third HH member: marital status,HHM12RELR,12th HH member: relationship to the respondent,-0.9607689228305226
HHM3MRAGE,3rd HH member: Age when s/he got married,EEUNSUWO,What is the main reason you would not support Armenia's membership in the Eurasi,0.7587941200406149
HHM3MRAGE,3rd HH member: Age when s/he got married,FLMANDSO,Which foreign language should be mandatory in secondary schools? Other specified,-1.0
HHM3MRAGE,3rd HH member: Age when s/he got married,HHM6TRP,6th HH member's travel place for work (inside country),-0.8605164648648885
HHM3MRAGE,3rd HH member: Age when s/he got married,HHM7TRP,7th HH member's travel place for work (inside country),-1.0
HHM3MRAGE,3rd HH member: Age when s/he got married,HHM9MAR,9th HH member: marital status,-1.0
HHM3MRAGE,3rd HH member: Age when s/he got married,HHM11POB,11th HH member: place of birth,-0.7066292321476857
HHM3MRAGE,3rd HH member: Age when s/he got married,HHM11MAR,11th HH member: marital status,-1.0
HHM3MRAGE,3rd HH member: Age when s/he got married,HHM12RELR,12th HH member: relationship to the respondent,-1.0
HHM3MRAGE,3rd HH member: Age when s/he got married,HHM12EDU,12th HH member: Level of education achieved to date,-1.0
HHM3MRAGE,3rd HH member: Age when s/he got married,HHM13EDU,13th HH member: Level of education achieved to date,-1.0
HHM3EDU,3rd HH member: Level of education achieved to date,EUNSUPO,What is the main reason you would not support COUNTRY's membership in the EU? Ot,-0.9449111825230679
HHM3EDU,3rd HH member: Level of education achieved to date,HHM12RELR,12th HH member: relationship to the respondent,0.8660254037844385
HHM4RELR,4th HH member: relationship to the respondent,FLMANDSO,Which foreign language should be mandatory in secondary schools? Other specified,-0.7876213522632198
HHM4RELR,4th HH member: relationship to the respondent,HHM7TRP,7th HH member's travel place for work (inside country),-1.0
HHM4RELR,4th HH member: relationship to the respondent,HHM9MAR,9th HH member: marital status,-1.0
HHM4RELR,4th HH member: relationship to the respondent,HHM12RELR,12th HH member: relationship to the respondent,0.8660254037844385
HHM4SEX,4th HH member: gender,USSRNEOO,Dissolution of USSR a bad thing: Other specified,0.7801400543722872
HHM4SEX,4th HH member: gender,WARSTRO,"In your opinion, which side started the war in August, 2008? Other specified",-1.0
HHM4SEX,4th HH member: gender,HHM5TAP,5th HH member's travel place for work (abroad),-0.8146908361866602
HHM4DOB,4th HH member: year of birth,EUNSUPO,What is the main reason you would not support COUNTRY's membership in the EU? Ot,-1.0
HHM4DOB,4th HH member: year of birth,HHM7TRP,7th HH member's travel place for work (inside country),-1.0
HHM4DOB,4th HH member: year of birth,HHM12RELR,12th HH member: relationship to the respondent,-0.8029550685469661
HHM4DOB,4th HH member: year of birth,HHM12EDU,12th HH member: Level of education achieved to date,-0.9933992677987828
HHM4DOB,4th HH member: year of birth,HHM13RELR,13th HH member: relationship to the respondent,0.9991507429465938
HHM4DOB,4th HH member: year of birth,HHM13DOB,13th HH member: year of birth,0.9984018911384912
HHM4DOB,4th HH member: year of birth,HHM13EDU,13th HH member: Level of education achieved to date,-0.9933992677987828
HHM4EMP,4th HH member: employed?,EUSUPWHO,What is the main reason you would support COUNTRY's membership in the EU? Other,-0.7426663815906102
HHM4EMP,4th HH member: employed?,EEUSUPWO,What is the main reason you would support Armenia's membership in the Eurasian U,-0.7249465119962123
HHM4EMP,4th HH member: employed?,USSRNEOO,Dissolution of USSR a bad thing: Other specified,-1.0
HHM4EMP,4th HH member: employed?,FLMANDSO,Which foreign language should be mandatory in secondary schools? Other specified,-1.0
HHM4EMP,4th HH member: employed?,HHM7MRAGE,7th HH member: Age when s/he got married,0.709929573971954
HHM4TRW,Has 4th HH member traveled for work outside settlement?,HHM7TRW,Has 7th HH member traveled for work outside settlement?,0.8012336167697752
HHM4TRW,Has 4th HH member traveled for work outside settlement?,HHM12RELR,12th HH member: relationship to the respondent,-0.8660254037844385
HHM4TRP,4th HH member's travel place for work (inside country),IMPISS1O,The most important issue facing COUNTRY at the moment? Other specified,0.7446687115861395
HHM4TRP,4th HH member's travel place for work (inside country),SOGNOA,"To what extent do you accept:South Ossetia as a part of Georgia,without autonomy",0.9185586535436916
HHM4TRP,4th HH member's travel place for work (inside country),HHM2TRP,2nd HH member's travel place for work (inside country),0.772539303936907
HHM4TRP,4th HH member's travel place for work (inside country),HHM5MRAGE,5th HH member: Age when s/he got married,-0.9801960588196068
HHM4TRP,4th HH member's travel place for work (inside country),HHM6EMP,6th HH member: employed?,0.8006407690254357
HHM4TRP,4th HH member's travel place for work (inside country),HHM8RELR,8th HH member: relationship to the respondent,0.8964214570007952
HHM4TRP,4th HH member's travel place for work (inside country),HHM8TRW,Has 8th HH member traveled for work outside settlement?,-1.0
HHM4TRP,4th HH member's travel place for work (inside country),HHM9RELR,9th HH member: relationship to the respondent,0.9933992677987828
HHM4TRP,4th HH member's travel place for work (inside country),HHM9SEX,9th HH member: gender,-0.8660254037844386
HHM4TRP,4th HH member's travel place for work (inside country),HHM9DOB,9th HH member: year of birth,-0.8660254037844386
HHM4TRP,4th HH member's travel place for work (inside country),HHM9TRW,Has 9th HH member traveled for work outside settlement?,-1.0
HHM4TAP,4th HH member's travel place for work (abroad),COUNTRY,Country,0.9085324256143114
HHM4TAP,4th HH member's travel place for work (abroad),ID,Case ID,0.8319650503749396
HHM4TAP,4th HH member's travel place for work (abroad),BUSINAZE,Do you approve or disapprove doing business with an Azerbaijani?,0.7380633742323381
HHM4TAP,4th HH member's travel place for work (abroad),MARWGEO,Approve or disapprove of women of your ethnicity marrying a Georgian?,0.7111566603415539
HHM4TAP,4th HH member's travel place for work (abroad),APTINHOTH,The household only owns one apartment. Who should inherit the apartment? Other,-1.0
HHM4TAP,4th HH member's travel place for work (abroad),PARTYSUPP,Which political party is closest to you?,0.8869694859878146
HHM4TAP,4th HH member's travel place for work (abroad),ELCOND,Would you say that those elections were conducted…,-0.7027517876877486
HHM4TAP,4th HH member's travel place for work (abroad),NATNSUPW,What is the main reason you would not support COUNTRY's membership in NATO?,-0.8660254037844386
HHM4TAP,4th HH member's travel place for work (abroad),USSRPOIN,Dissolution of USSR a good thing: COUNTRY became independent,-0.7877162553977002
HHM4TAP,4th HH member's travel place for work (abroad),ETHNIC,Which ethnic group do you consider yourself a part of?,0.7226320247239957
