Variable 1,Variable 2,Correlation
NUMCARS,HHM5TAP,-0.9819805060619657
NUMCARS,HHM8MRAGE,0.7255892438417318
OWNLNDP,HHM11DOB,-0.9315209813835508
OWNLNDP,HHM11EDU,0.9036961141150637
OWNLNDP,HHM12RELR,0.8660254037844385
OWNLNDP,HHM12DOB,-0.9933992677987827
OWNLNDP,HHM13RELR,-0.987829161147262
OWNLNDP,HHM13DOB,-0.9853292781642967
OWNCELL,SECNDLAOO,-0.7319250547114
NUMCELL,PARTYSUSO,-1.0
NUMCELL,HHM9MAR,-1.0
NUMCELL,HHM12RELR,-0.8660254037844386
NUMCELL,HHASIZE,0.7296232851316841
NUMCELL,NADHH,0.7296232851316841
OWNPCELL,HHM9TRW,-1.0
CELLINTH,PARTYSUSO,-1.0
CELLINTH,HHM12RELR,0.8660254037844385
CELLINTH,HHM12DOB,-0.9933992677987827
CELLINTH,HHM13RELR,-0.987829161147262
CELLINTH,HHM13DOB,-0.9853292781642967
OWNCOMP,PARTYSUSO,-1.0
OWNCOMP,HHM12RELR,0.8660254037844385
NUMCOMP,EUNSUPO,-0.9449111825230679
NUMCOMP,FLMANDSO,0.7533708035008841
NUMCOMP,HHM8MRAGE,-0.8451542547285165
NUMCOMP,HHM11SEX,-0.7453559924999299
WEBHOMEH,WARSTRO,-0.9752368720068674
WEBHOMEH,HHM12DOB,-1.0
WEBHOMEH,HHM13RELR,-1.0
WEBHOMEH,HHM13DOB,-1.0
NOMONFD,HHM5TAP,-0.8241239929323423
NOMONFD,HHM9TRW,0.7071067811865474
NOMONFD,HHM12RELR,-0.8660254037844387
NOMONFD,HHM12DOB,0.9933992677987828
NOMONFD,HHM12EDU,-1.0
NOMONFD,HHM13RELR,0.987829161147262
NOMONFD,HHM13DOB,0.9853292781642966
NOMONFD,HHM13EDU,-1.0
INCSOUCO,HHM8MRAGE,-0.8280786712108252
INCSOUAG,EUNSUPO,-0.7745966692414834
INCSOUAG,HHM7TRP,-1.0
INCSOUAG,HHM12RELR,-0.8660254037844385
INCSOUSL,EUNSUPO,0.7745966692414834
INCSOUSL,HHM9MAR,-1.0
INCSOUGO,EUNSUPO,-0.8944271909999159
INCSOUGO,HHM6TRP,0.912870929175277
INCSOUGO,HHM9TRW,-1.0
INCSOUOT,HHM5TAP,0.93062958719967
MONYTOT,HHM12SEX,-1.0
MONYTOT,SPENDMO,0.8494145466399435
SPENDMO,HHM8MRAGE,-0.96312313730186
SPENDMO,HHM12SEX,-1.0
SPENDMO,MONYTOT,0.8494145466399435
DEBTSHH,HHM5TAP,-0.93062958719967
DEBTSHH,HHM12RELR,-0.8660254037844385
DEBTSHH,HHM12DOB,0.9933992677987827
DEBTSHH,HHM12EDU,-1.0
DEBTSHH,HHM13RELR,0.987829161147262
DEBTSHH,HHM13DOB,0.9853292781642967
DEBTSHH,HHM13EDU,-1.0
FOODDBT,HHM9MAR,-1.0
FOODDBT,HHM12RELR,0.8660254037844385
FOODDBT,HHM12DOB,-0.9933992677987827
FOODDBT,HHM13RELR,-0.987829161147262
FOODDBT,HHM13DOB,-0.9853292781642967
FOODDBT,UTILDBT,0.7119334413406518
UTILDBT,HHM5TAP,-0.8146908361866602
UTILDBT,HHM9MAR,-1.0
UTILDBT,HHM12SEX,1.0000000000000002
UTILDBT,FOODDBT,0.7119334413406518
CURRUNG,EUNSUPO,0.7745966692414834
CURRUNG,ENVPROBO,0.7122619414026922
CURRUNG,HHM9MAR,-1.0
CURRUNG,HHM12SEX,0.8660254037844385
CURRUNG,FUTRUNG,0.7065218007810299
FUTRUNG,ENVPROBO,0.7430428494079855
FUTRUNG,HHM5TAP,-1.0
FUTRUNG,HHM7MRAGE,0.795495128834866
FUTRUNG,HHM12RELR,-1.0
FUTRUNG,HHM12EDU,-1.0
FUTRUNG,HHM13EDU,-1.0
FUTRUNG,CURRUNG,0.7065218007810299
RELCOND,HHM9MAR,-1.0
RELCOND,HHM12SEX,0.9999999999999998
MININCR,HHM11RELR,-0.7741670098534513
MININCR,HHM12SEX,-1.0
HELPC,HHM9MAR,-1.0
HELPC,HHM11MAR,-1.0
LISTENO,EUNSUPO,0.7745966692414834
LISTENO,HHM12SEX,-1.0
FRQDIST,HHM5TAP,0.8146908361866602
FRQDIST,HHM9MAR,-1.0
FRQDIST,HHM11MAR,-1.0
FRQDIST,HHM12RELR,0.8660254037844387
FRQDIST,HHM12DOB,-0.9933992677987828
FRQDIST,HHM13RELR,-0.987829161147262
FRQDIST,HHM13DOB,-0.9853292781642966
FRQUNDST,HHM5TAP,0.8407865032428541
FRQUNDST,HHM9MAR,-1.0
FRQUNDST,HHM11MAR,-1.0
FRQSHCD,EUNSUPO,-0.9233805168766388
FRQSHCD,SECNDLAOO,0.8363229580882996
FRQSHCD,HHM9MAR,-1.0
FRQSHCD,HHM12SEX,-0.9449111825230679
RESPINL,HHM9MAR,-1.0
RESPINL,HHM12RELR,0.8660254037844385
RESPINL,HHM12DOB,-0.9933992677987828
RESPINL,HHM13RELR,-0.987829161147262
RESPINL,HHM13DOB,-0.9853292781642968
RESPSINC,HHM5TAP,-0.9397458844316797
RESPSINC,HHM12SEX,-0.8660254037844385
RESPTIR,HHM5TAP,-0.7715827783738235
RESPTIR,HHM12RELR,-0.7559289460184544
SUBSTRATUM,COUNTRY,0.9996594559376609
SUBSTRATUM,ID,0.7721232397661232
SUBSTRATUM,PARTYSUPP,0.7299609853237488
SUBSTRATUM,PARTYSUPS,0.7153544049611616
SUBSTRATUM,EUNSUPO,0.7745966692414834
SUBSTRATUM,ETHNIC,0.8489800902907175
SUBSTRATUM,RESPTAP,0.822934226425576
SUBSTRATUM,HHM2TAP,0.7665137992229322
SUBSTRATUM,HHM3TAP,0.891084613364441
SUBSTRATUM,HHM4TAP,0.9100791180943925
SUBSTRATUM,HHM8MRAGE,-0.8268253481466202
SUBSTRATUM,HHM12SEX,-0.9995292542582607
SUBSTRATUM,C1_DATE,-0.9958199719252482
SUBSTRATUM,C1_TIME,0.9996594246996874
SUBSTRATUM,C2_TIME,0.9996590385519886
SUBSTRATUM,C3_DATE,0.9233939707520532
SUBSTRATUM,C3_TIME,0.9996593854011574
SUBSTRATUM,INT_DATE,-0.9957788831178486
SUBSTRATUM,INT_START,0.9996594263744868
SUBSTRATUM,INT_END,0.9996593571763079
SUBSTRATUM,INT_DUR,0.9996593931612685
SUBSTRATUM,PSU,0.7721232386601286
SUBSTRATUM,INTLANG,0.9543731003190815
C1_R,C2_DATE,0.7195788622897058
C1_DATE,COUNTRY,-0.9963164323125742
C1_DATE,ID,-0.7610245294512558
C1_DATE,PARTYSUPP,-0.728543486189182
C1_DATE,PARTYSUPS,-0.7197865526518821
C1_DATE,PARTYSUSO,-1.0
C1_DATE,ETHNIC,-0.8479356687638453
C1_DATE,RESPTAP,-0.8157038706387665
C1_DATE,HHM2TAP,-0.757356958634904
C1_DATE,HHM3TAP,-0.8864057998700067
C1_DATE,HHM4TAP,-0.907138470204163
C1_DATE,HHM7TRP,-1.0
C1_DATE,HHM8MRAGE,0.7844559538912187
C1_DATE,HHM9MAR,-1.0
C1_DATE,HHM11MAR,-1.0
C1_DATE,HHM12SEX,0.9999276698852622
C1_DATE,SUBSTRATUM,-0.9958199719252482
C1_DATE,C1_TIME,-0.9963165205790124
C1_DATE,C2_DATE,-0.7000291628991365
C1_DATE,C2_TIME,-0.9963175069557259
C1_DATE,C3_DATE,-0.9215230837989868
C1_DATE,C3_TIME,-0.9963165924935803
C1_DATE,INT_DATE,0.9997149953475771
C1_DATE,INT_START,-0.9963165312746132
C1_DATE,INT_END,-0.9963164261101329
C1_DATE,INT_DUR,-0.9963163137250366
C1_DATE,PSU,-0.7610245283930894
C1_DATE,INTLANG,-0.9537174519135018
C1_TIME,COUNTRY,0.9999999999588591
C1_TIME,ID,0.7639923764871823
C1_TIME,PARTYSUPP,0.7309586974393069
C1_TIME,PARTYSUPS,0.7182535122557627
C1_TIME,PARTYSUSO,-1.0
C1_TIME,ETHNIC,0.8494718270995002
C1_TIME,RESPTAP,0.8213740712724293
C1_TIME,HHM2TAP,0.7655923323530864
C1_TIME,HHM3TAP,0.8910116151261654
C1_TIME,HHM4TAP,0.9085324477719866
C1_TIME,HHM8MRAGE,-0.8183137601198021
C1_TIME,HHM12SEX,-0.9999999999968816
C1_TIME,SUBSTRATUM,0.9996594246996874
C1_TIME,C1_DATE,-0.9963165205790124
C1_TIME,C2_TIME,0.9999999898940976
C1_TIME,C3_DATE,0.9241691585281573
C1_TIME,C3_TIME,0.9999999988383523
C1_TIME,INT_DATE,-0.9962470882785587
C1_TIME,INT_START,0.9999999999858534
C1_TIME,INT_END,0.9999999988322001
C1_TIME,INT_DUR,0.9999999990064735
C1_TIME,PSU,0.7639923752312574
C1_TIME,INTLANG,0.9553030522598609
C2_R,HHM9DOB,0.7934046999886493
C2_DATE,PARTYSUSO,-1.0
C2_DATE,EUNSUPO,-0.7748327841062767
C2_DATE,HHM3TAP,0.7757252358465033
C2_DATE,HHM8MRAGE,-0.8183170883849714
C2_DATE,HHM12SEX,-1.0
C2_DATE,C1_R,0.7195788622897058
C2_DATE,C1_DATE,-0.7000291628991365
C2_DATE,C3_DATE,0.7341151344241561
C2_TIME,COUNTRY,0.9999999897760504
C2_TIME,ID,0.7639923997799126
C2_TIME,PARTYSUPP,0.7309609077600515
C2_TIME,PARTYSUPS,0.7182577086572879
C2_TIME,EUNSUPO,-0.7150173524036946
C2_TIME,ETHNIC,0.8494725657963476
C2_TIME,RESPTAP,0.8213720486347175
C2_TIME,HHM2TAP,0.7655956592091518
C2_TIME,HHM3TAP,0.8910133686121412
C2_TIME,HHM4TAP,0.9085322800089796
C2_TIME,HHM8MRAGE,-0.8183170883849713
C2_TIME,HHM12SEX,-0.9999999999999997
C2_TIME,SUBSTRATUM,0.9996590385519886
C2_TIME,C1_DATE,-0.9963175069557259
C2_TIME,C1_TIME,0.9999999898940976
C2_TIME,C3_DATE,0.9241811675996415
C2_TIME,C3_TIME,0.9999999906701125
C2_TIME,INT_DATE,-0.9962473676183388
C2_TIME,INT_START,0.9999999900111324
C2_TIME,INT_END,0.9999999889739235
C2_TIME,INT_DUR,0.999999988932525
C2_TIME,PSU,0.7639923985240158
C2_TIME,INTLANG,0.9553031381025769
C3_DATE,COUNTRY,0.924169024445821
C3_DATE,PARTYSUPS,0.7847458010702655
C3_DATE,ETHNIC,0.7879440779824674
C3_DATE,RESPTAP,0.8048937138642736
C3_DATE,HHM2TAP,0.7671337642015782
C3_DATE,HHM3TAP,0.8408585308461473
C3_DATE,HHM8MRAGE,-0.8183170883849714
C3_DATE,HHM12SEX,-1.0
C3_DATE,SUBSTRATUM,0.9233939707520532
C3_DATE,C1_DATE,-0.9215230837989868
C3_DATE,C1_TIME,0.9241691585281573
C3_DATE,C2_DATE,0.7341151344241561
C3_DATE,C2_TIME,0.9241811675996415
C3_DATE,C3_TIME,0.9241830292193464
C3_DATE,INT_DATE,-0.9177915116855778
C3_DATE,INT_START,0.9241692417807132
C3_DATE,INT_END,0.9241693867694126
C3_DATE,INT_DUR,0.9241691452684782
C3_DATE,INTLANG,0.8851330752692588
C3_TIME,COUNTRY,0.999999998860165
C3_TIME,ID,0.7639924592438236
C3_TIME,PARTYSUPP,0.7309607642552419
C3_TIME,PARTYSUPS,0.7182572045760945
C3_TIME,ETHNIC,0.8494722441481162
C3_TIME,RESPTAP,0.8213747746499641
C3_TIME,HHM2TAP,0.7655928230179128
C3_TIME,HHM3TAP,0.891011908683209
C3_TIME,HHM4TAP,0.9085280549676766
C3_TIME,HHM8MRAGE,-0.8183170883849713
C3_TIME,HHM12SEX,-0.9999999999999997
C3_TIME,SUBSTRATUM,0.9996593854011574
C3_TIME,C1_DATE,-0.9963165924935803
C3_TIME,C1_TIME,0.9999999988383523
C3_TIME,C2_TIME,0.9999999906701125
C3_TIME,C3_DATE,0.9241830292193464
C3_TIME,INT_DATE,-0.9962470184050196
C3_TIME,INT_START,0.9999999988507559
C3_TIME,INT_END,0.9999999977221922
C3_TIME,INT_DUR,0.9999999979296188
C3_TIME,PSU,0.763992457987993
C3_TIME,INTLANG,0.9553030073302401
INT_DATE,COUNTRY,-0.9962470129439509
INT_DATE,ID,-0.7622845851502137
INT_DATE,PARTYSUPP,-0.7283093814936574
INT_DATE,PARTYSUPS,-0.7099081983989438
INT_DATE,ETHNIC,-0.848116025286939
INT_DATE,RESPTAP,-0.8157164933137067
INT_DATE,HHM2TAP,-0.7582182405081027
INT_DATE,HHM3TAP,-0.8873121835838929
INT_DATE,HHM4TAP,-0.9081152297568383
INT_DATE,HHM7TRP,-1.0
INT_DATE,HHM8MRAGE,0.7844559538912187
INT_DATE,HHM9MAR,-1.0
INT_DATE,HHM11MAR,-1.0
INT_DATE,HHM12SEX,0.9999276698852622
INT_DATE,SUBSTRATUM,-0.9957788831178486
INT_DATE,C1_DATE,0.9997149953475771
INT_DATE,C1_TIME,-0.9962470882785587
INT_DATE,C2_TIME,-0.9962473676183388
INT_DATE,C3_DATE,-0.9177915116855778
INT_DATE,C3_TIME,-0.9962470184050196
INT_DATE,INT_START,-0.9962471034934766
INT_DATE,INT_END,-0.9962469897721716
INT_DATE,INT_DUR,-0.9962468876048294
INT_DATE,PSU,-0.7622845840612802
INT_DATE,INTLANG,-0.9535887318683475
INT_START,COUNTRY,0.9999999999540334
INT_START,ID,0.7639925170180608
INT_START,PARTYSUPP,0.730958669983416
INT_START,PARTYSUPS,0.7182534071737081
INT_START,EUNSUPO,0.8494134043703385
INT_START,ETHNIC,0.8494718520446929
INT_START,RESPTAP,0.8213738061883478
INT_START,HHM2TAP,0.7655923784212375
INT_START,HHM3TAP,0.891011279168175
INT_START,HHM4TAP,0.9085327186892365
INT_START,HHM8MRAGE,-0.8183137601198021
INT_START,HHM12SEX,-0.9999999999968816
INT_START,SUBSTRATUM,0.9996594263744868
INT_START,C1_DATE,-0.9963165312746132
INT_START,C1_TIME,0.9999999999858534
INT_START,C2_TIME,0.9999999900111324
INT_START,C3_DATE,0.9241692417807132
INT_START,C3_TIME,0.9999999988507559
INT_START,INT_DATE,-0.9962471034934766
INT_START,INT_END,0.9999999988455983
INT_START,INT_DUR,0.9999999990019445
INT_START,PSU,0.7639925157621413
INT_START,INTLANG,0.9553030620034579
INT_END,COUNTRY,0.9999999988001999
INT_END,ID,0.7639923856593155
INT_END,PARTYSUPP,0.7309588146062351
INT_END,PARTYSUPS,0.7182536201667518
INT_END,EUNSUPO,0.8127133552406903
INT_END,ETHNIC,0.8494708294804487
INT_END,RESPTAP,0.8213732412086757
INT_END,HHM2TAP,0.7655924465004728
INT_END,HHM3TAP,0.8910154568334883
INT_END,HHM4TAP,0.9085382513329701
INT_END,HHM8MRAGE,-0.8183135448831221
INT_END,HHM12SEX,-0.999999999997084
INT_END,SUBSTRATUM,0.9996593571763079
INT_END,C1_DATE,-0.9963164261101329
INT_END,C1_TIME,0.9999999988322001
INT_END,C2_TIME,0.9999999889739235
INT_END,C3_DATE,0.9241693867694126
INT_END,C3_TIME,0.9999999977221922
INT_END,INT_DATE,-0.9962469897721716
INT_END,INT_START,0.9999999988455983
INT_END,INT_DUR,0.999999999931007
INT_END,PSU,0.7639923844033912
INT_END,INTLANG,0.9553031356358743
INT_DUR,COUNTRY,0.9999999990465617
INT_DUR,ID,0.7639927720955462
INT_DUR,PARTYSUPP,0.7309587026759021
INT_DUR,PARTYSUPS,0.718253886058353
INT_DUR,ETHNIC,0.8494706619580076
INT_DUR,RESPTAP,0.8213744782523431
INT_DUR,HHM2TAP,0.7655922708241596
INT_DUR,HHM3TAP,0.8910154579559337
INT_DUR,HHM4TAP,0.9085374930163002
INT_DUR,HHM8MRAGE,-0.818316873157759
INT_DUR,HHM12SEX,-0.9999999999999966
INT_DUR,SUBSTRATUM,0.9996593931612685
INT_DUR,C1_DATE,-0.9963163137250366
INT_DUR,C1_TIME,0.9999999990064735
INT_DUR,C2_TIME,0.999999988932525
INT_DUR,C3_DATE,0.9241691452684782
INT_DUR,C3_TIME,0.9999999979296188
INT_DUR,INT_DATE,-0.9962468876048294
INT_DUR,INT_START,0.9999999990019445
INT_DUR,INT_END,0.999999999931007
INT_DUR,PSU,0.7639927708396983
INT_DUR,INTLANG,0.9553029251791463
PSU,COUNTRY,0.763992864206972
PSU,ID,1.0000000000000004
PSU,RESPTAP,0.7719608891587196
PSU,HHM2TAP,0.7655655656059013
PSU,HHM3TAP,0.8578187778385616
PSU,HHM4TAP,0.8319650486029984
PSU,HHM8MRAGE,-0.904180984954345
PSU,HHM12SEX,-0.9996395291840947
PSU,SUBSTRATUM,0.7721232386601286
PSU,C1_DATE,-0.7610245283930894
PSU,C1_TIME,0.7639923752312574
PSU,C2_TIME,0.7639923985240158
PSU,C3_TIME,0.763992457987993
PSU,INT_DATE,-0.7622845840612802
PSU,INT_START,0.7639925157621413
PSU,INT_END,0.7639923844033912
PSU,INT_DUR,0.7639927708396983
PSU,INTLANG,0.7306241004981722
HHSIZE,PARTYSUSO,-1.0
HHSIZE,HHM7TRP,-1.0
HHSIZE,HHM9MAR,-1.0
HHSIZE,HHM11MAR,-1.0
HHSIZE,HHM12RELR,0.8660254037844385
HHSIZE,HHM12DOB,-0.9933992677987833
HHSIZE,HHM12EDU,1.0000000000000002
HHSIZE,HHM13RELR,-0.9878291611472624
HHSIZE,HHM13DOB,-0.9853292781642969
HHSIZE,HHM13EDU,1.0000000000000002
HHSIZE,HHASIZE,0.829164957562859
HHSIZE,NADHH,0.829164957562859
HHASIZE,PARTYSUSO,-1.0
HHASIZE,HHM9MAR,-1.0
HHASIZE,HHM11MAR,-1.0
HHASIZE,HHM12SEX,0.8219949365267866
HHASIZE,HHM12DOB,-0.9472202349728194
HHASIZE,HHM12EDU,0.9041944301794651
HHASIZE,HHM13RELR,-0.9596252174559253
HHASIZE,HHM13DOB,-0.9638234561805479
HHASIZE,HHM13EDU,0.9041944301794651
HHASIZE,NUMCELL,0.7296232851316841
HHASIZE,HHSIZE,0.829164957562859
INTLANG,COUNTRY,0.9553029152038179
INTLANG,ID,0.7306241019793313
INTLANG,PARTYSUPP,0.7094124128551925
INTLANG,ETHNIC,0.8898890891922184
INTLANG,RESPTAP,0.7769302075763076
INTLANG,HHM2TAP,0.7115324955012624
INTLANG,HHM3TAP,0.8621271940756773
INTLANG,HHM4TAP,0.8888876507318744
INTLANG,HHM8MRAGE,-0.8183170883849715
INTLANG,HHM12SEX,-1.0
INTLANG,SUBSTRATUM,0.9543731003190815
INTLANG,C1_DATE,-0.9537174519135018
INTLANG,C1_TIME,0.9553030522598609
INTLANG,C2_TIME,0.9553031381025769
INTLANG,C3_DATE,0.8851330752692588
INTLANG,C3_TIME,0.9553030073302401
INTLANG,INT_DATE,-0.9535887318683475
INTLANG,INT_START,0.9553030620034579
INTLANG,INT_END,0.9553031356358743
INTLANG,INT_DUR,0.9553029251791463
INTLANG,PSU,0.7306241004981722
NPSUSS,EUNSUPO,-0.7745966692414834
NPSUSS,HHM12RELR,0.787961781345042
NHHPSU,HHM7TRP,-1.0
NHHPSU,HHM9MAR,-1.0
NHHPSU,HHM11MAR,-1.0
NHHPSU,HHM12SEX,0.7575259710638196
NHHPSU,HHM12DOB,-0.9756885521293226
NHHPSU,HHM12EDU,0.9441087225573715
NHHPSU,HHM13RELR,-0.9838903421311901
NHHPSU,HHM13DOB,-0.9865146731472683
NHHPSU,HHM13EDU,0.9441087225573715
NADHH,PARTYSUSO,-1.0
NADHH,HHM9MAR,-1.0
NADHH,HHM11MAR,-1.0
NADHH,HHM12SEX,0.8219949365267866
NADHH,HHM12DOB,-0.9472202349728194
NADHH,HHM12EDU,0.9041944301794651
NADHH,HHM13RELR,-0.9596252174559253
NADHH,HHM13DOB,-0.9638234561805479
NADHH,HHM13EDU,0.9041944301794651
NADHH,NUMCELL,0.7296232851316841
NADHH,HHSIZE,0.829164957562859
HHWT,PARTYSUSO,-1.0
HHWT,HHM5TAP,0.8854535234694635
HHWT,HHM7TRP,-1.0
HHWT,HHM9MAR,-1.0
HHWT,HHM11MAR,-1.0
HHWT,HHM12RELR,-0.7463869855051015
